rowid,hometeam,homescore,awayteam,awayscore,winnerteam,winnerhomeoraway,margin,total,matchupid
1435,Saints,35,Chargers,16,Saints,home,19,51,63
1436,Saints,20,Chargers,21,Chargers,away,-1,41,63
1437,Saints,34,Chargers,20,Saints,home,14,54,63
1438,Saints,27,Chargers,10,Saints,home,17,37,63
1439,Saints,17,Chargers,45,Chargers,away,-28,62,63
1440,Saints,30,Chargers,10,Saints,home,20,40,63
1441,Saints,41,Chargers,21,Saints,home,20,62,63
1442,Saints,51,Chargers,17,Saints,home,34,68,63
1443,Saints,30,Chargers,31,Chargers,away,-1,61,63
1444,Saints,10,Chargers,12,Chargers,away,-2,22,63
1445,Saints,28,Chargers,33,Chargers,away,-5,61,63
1446,Saints,10,Chargers,28,Chargers,away,-18,38,63
1447,Saints,28,Chargers,24,Saints,home,4,52,63
1448,Saints,27,Chargers,10,Saints,home,17,37,63
1449,Saints,31,Chargers,3,Saints,home,28,34,63
1450,Saints,21,Chargers,28,Chargers,away,-7,49,63
1451,Saints,45,Chargers,10,Saints,home,35,55,63
1452,Saints,20,Chargers,10,Saints,home,10,30,63
1453,Saints,31,Chargers,17,Saints,home,14,48,63
1454,Saints,20,Chargers,13,Saints,home,7,33,63
1455,Saints,24,Chargers,26,Chargers,away,-2,50,63
1456,Saints,6,Chargers,10,Chargers,away,-4,16,63
1457,Saints,27,Chargers,10,Saints,home,17,37,63
1458,Saints,23,Chargers,7,Saints,home,16,30,63
1459,Saints,24,Chargers,34,Chargers,away,-10,58,63
1460,Saints,36,Chargers,13,Saints,home,23,49,63
1461,Saints,34,Chargers,3,Saints,home,31,37,63
1462,Saints,27,Chargers,17,Saints,home,10,44,63
1463,Saints,16,Chargers,23,Chargers,away,-7,39,63
1464,Saints,34,Chargers,20,Saints,home,14,54,63
1465,Saints,20,Chargers,24,Chargers,away,-4,44,63
1466,Saints,0,Chargers,16,Chargers,away,-16,16,63
1467,Saints,48,Chargers,44,Saints,home,4,92,63
1468,Saints,19,Chargers,20,Chargers,away,-1,39,63
1469,Saints,26,Chargers,38,Chargers,away,-12,64,63
1470,Saints,16,Chargers,9,Saints,home,7,25,63
1471,Saints,55,Chargers,10,Saints,home,45,65,63
1472,Saints,24,Chargers,40,Chargers,away,-16,64,63
1473,Saints,52,Chargers,17,Saints,home,35,69,63
1474,Saints,30,Chargers,13,Saints,home,17,43,63
1475,Saints,24,Chargers,20,Saints,home,4,44,63
1476,Saints,35,Chargers,7,Saints,home,28,42,63
1477,Saints,24,Chargers,3,Saints,home,21,27,63
1478,Saints,42,Chargers,31,Saints,home,11,73,63
1479,Saints,17,Chargers,14,Saints,home,3,31,63
1480,Saints,13,Chargers,31,Chargers,away,-18,44,63
1481,Saints,17,Chargers,31,Chargers,away,-14,48,63
1482,Saints,14,Chargers,13,Saints,home,1,27,63
1483,Saints,9,Chargers,22,Chargers,away,-13,31,63
1484,Saints,44,Chargers,7,Saints,home,37,51,63
1485,Saints,20,Chargers,3,Saints,home,17,23,63
1486,Saints,24,Chargers,10,Saints,home,14,34,63
1487,Saints,31,Chargers,34,Chargers,away,-3,65,63
1488,Saints,17,Chargers,31,Chargers,away,-14,48,63
1489,Saints,16,Chargers,45,Chargers,away,-29,61,63
1490,Saints,35,Chargers,27,Saints,home,8,62,63
1491,Saints,21,Chargers,30,Chargers,away,-9,51,63
1492,Saints,13,Chargers,21,Chargers,away,-8,34,63
1493,Saints,26,Chargers,16,Saints,home,10,42,63
1494,Saints,16,Chargers,30,Chargers,away,-14,46,63
1495,Saints,13,Chargers,27,Chargers,away,-14,40,63
1496,Saints,20,Chargers,17,Saints,home,3,37,63
1497,Saints,41,Chargers,24,Saints,home,17,65,63
1498,Saints,20,Chargers,30,Chargers,away,-10,50,63
1499,Saints,0,Chargers,40,Chargers,away,-40,40,63
1500,Saints,19,Chargers,16,Saints,home,3,35,63
